"sid","dv_type","card","guess","response","trial_type","card_type","guess_type","feedback","age_year","age_category"
"R_3DvyH8PMKdwHnfM","3","CAT","cat and elephant","Wrong","X.XandY","X","XandY",NA,NA,"Adults"
"R_2VEdhy61JHW85hU","3","ELE","dog and elephant","Kinda Right","X.XandY","X","XandY",NA,NA,"Adults"
"R_3Rx6pvHLJgBclLL","3","ELE","dog and elephant","Wrong","X.XandY","X","XandY",NA,NA,"Adults"
"R_2fqwSGghizkmCdI","3","ELE","dog and elephant","Wrong","X.XandY","X","XandY",NA,NA,"Adults"
"R_2XhBrKsiZhv50uf","3","ELE","dog and elephant","Kinda Right","X.XandY","X","XandY",NA,NA,"Adults"
"R_C33SdtGQgPZzz5T","3","ELE","dog and elephant","Kinda Right","X.XandY","X","XandY",NA,NA,"Adults"
"R_27pBgxY2lBGqRbb","3","ELE","dog and elephant","Wrong","X.XandY","X","XandY",NA,NA,"Adults"
"R_1Fytdz41o2MPT7d","3","ELE","cat and elephant","Wrong","X.XandY","X","XandY",NA,NA,"Adults"
"R_1XQtiEJlELVIjxT","3","ELE","cat and elephant","Kinda Right","X.XandY","X","XandY",NA,NA,"Adults"
"R_27ePtjHbaptPfAu","3","ELE","cat and elephant","Kinda Right","X.XandY","X","XandY",NA,NA,"Adults"
"R_24x8y0GURyDGXvE","3","ELE","cat and elephant","Wrong","X.XandY","X","XandY",NA,NA,"Adults"
"R_3HBaMOHHtH3nV9v","3","ELE","cat and elephant","Kinda Right","X.XandY","X","XandY",NA,NA,"Adults"
"R_1HhiVNsAkEvUuXf","3","ELE","cat and elephant","Wrong","X.XandY","X","XandY",NA,NA,"Adults"
"R_1LhRTGz8XXYHi9j","3","DOG","cat or dog","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_1NE1Gcaau8k2Y32","3","DOG","cat or dog","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_3PQZq2R3WrjMONI","3","DOG","cat or dog","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_qUdQmYbFBFmtzb3","3","DOG","cat or dog","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_3J3IviquOLgJIEm","3","DOG","cat or dog","Kinda Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_1hSWfIav4H7L7Fx","3","DOG","cat or dog","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_C33SdtGQgPZzz5T","3","DOG","cat or dog","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_1HhiVNsAkEvUuXf","3","DOG","cat or dog","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_1Fytdz41o2MPT7d","3","DOG","dog or elephant","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_1XQtiEJlELVIjxT","3","DOG","dog or elephant","Kinda Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_DjwQTfqbfJVHs8p","3","DOG","dog or elephant","Kinda Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_27ePtjHbaptPfAu","3","DOG","dog or elephant","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_3KAOdkQ35ZsGcAt","3","DOG","dog or elephant","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_9n6kHEMGsRxxTkR","3","DOG","dog or elephant","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_3P6UclEcspAJP01","3","DOG","dog or elephant","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_1N95rZ5mo34vps6","3","DOG","dog or elephant","Kinda Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_3Rx6pvHLJgBclLL","3","CAT","cat or dog","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_2ykJs611qQuAliO","3","CAT","cat or dog","Kinda Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_11jdnD7QKyybcGg","3","CAT","cat or dog","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_3NIMHnv7YVUjgvo","3","CAT","cat or dog","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_3a91JR6YLYXfKSd","3","CAT","cat or dog","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_1eOSpXdm05yaIsD","3","CAT","cat or dog","Kinda Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_117wPCWZKjKIoWP","3","CAT","cat or dog","Kinda Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_3R1t3kPxk7EymxU","3","CAT","cat or dog","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_SVjrtVaAEHKJuA9","3","CAT","cat or elephant","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_3DnXb1BXbDccf0C","3","CAT","cat or elephant","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_3O1i078i2SYEVxx","3","CAT","cat or elephant","Kinda Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_qwJDnjmFkHZ3FZf","3","CAT","cat or elephant","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_djnhN3vh3kueZ5r","3","CAT","cat or elephant","Kinda Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_24x8y0GURyDGXvE","3","CAT","cat or elephant","Kinda Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_3fcpoLE4NJoln4R","3","CAT","cat or elephant","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_27pBgxY2lBGqRbb","3","CAT","cat or elephant","Kinda Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_ZxAiEalceGaaLkJ","3","CAT","cat or elephant","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_1Lh75qemB5UPK9D","3","ELE","dog or elephant","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_WDl1F6sFUz6CV0t","3","ELE","dog or elephant","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_d13sDs6uOA4374l","3","ELE","dog or elephant","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_2urqIqm0ZDWfsM6","3","ELE","dog or elephant","Kinda Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_2fqwSGghizkmCdI","3","ELE","dog or elephant","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_2XhBrKsiZhv50uf","3","ELE","dog or elephant","Kinda Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_3GBz9ykeTQcxKNV","3","ELE","dog or elephant","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_6W3QNatkSVn7AWt","3","ELE","dog or elephant","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_BqRuQhhi3CPpkHL","3","ELE","dog or elephant","Kinda Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_Zsgup4DW9qy3eNP","3","ELE","dog or elephant","Kinda Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_25zrSSu8vEMrGEZ","3","ELE","cat or elephant","Kinda Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_2VEdhy61JHW85hU","3","ELE","cat or elephant","Kinda Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_3IbHGyFNbRSx0ML","3","ELE","cat or elephant","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_3RdBk34eo6kIHdM","3","ELE","cat or elephant","Kinda Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_RylAoXC6Mk0jCQV","3","ELE","cat or elephant","Kinda Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_12qVLDTFZvajgy0","3","ELE","cat or elephant","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_3HBaMOHHtH3nV9v","3","ELE","cat or elephant","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_8kMjJnqlKr8yUql","3","ELE","cat or elephant","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_3DvyH8PMKdwHnfM","3","ELE","cat or elephant","Right","X.XorY","X","XorY",NA,NA,"Adults"
"R_SVjrtVaAEHKJuA9","3","CAT-DOG","cat or dog","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_2VEdhy61JHW85hU","3","CAT-DOG","cat or dog","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_1LhRTGz8XXYHi9j","3","CAT-DOG","cat or dog","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_3Rx6pvHLJgBclLL","3","CAT-DOG","cat or dog","Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_d13sDs6uOA4374l","3","CAT-DOG","cat or dog","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_DjwQTfqbfJVHs8p","3","CAT-DOG","cat or dog","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_3PQZq2R3WrjMONI","3","CAT-DOG","cat or dog","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_qwJDnjmFkHZ3FZf","3","CAT-DOG","cat or dog","Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_RylAoXC6Mk0jCQV","3","CAT-DOG","cat or dog","Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_3KAOdkQ35ZsGcAt","3","CAT-DOG","cat or dog","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_3GBz9ykeTQcxKNV","3","CAT-DOG","cat or dog","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_12qVLDTFZvajgy0","3","CAT-DOG","cat or dog","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_3HBaMOHHtH3nV9v","3","CAT-DOG","cat or dog","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_6W3QNatkSVn7AWt","3","CAT-DOG","cat or dog","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_27pBgxY2lBGqRbb","3","CAT-DOG","cat or dog","Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_BqRuQhhi3CPpkHL","3","CAT-DOG","cat or dog","Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_3DvyH8PMKdwHnfM","3","CAT-DOG","cat or dog","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_1Lh75qemB5UPK9D","3","DOG-ELE","dog or elephant","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_25zrSSu8vEMrGEZ","3","DOG-ELE","dog or elephant","Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_WDl1F6sFUz6CV0t","3","DOG-ELE","dog or elephant","Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_1NE1Gcaau8k2Y32","3","DOG-ELE","dog or elephant","Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_11jdnD7QKyybcGg","3","DOG-ELE","dog or elephant","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_3IbHGyFNbRSx0ML","3","DOG-ELE","dog or elephant","Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_27ePtjHbaptPfAu","3","DOG-ELE","dog or elephant","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_2fqwSGghizkmCdI","3","DOG-ELE","dog or elephant","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_3NIMHnv7YVUjgvo","3","DOG-ELE","dog or elephant","Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_3a91JR6YLYXfKSd","3","DOG-ELE","dog or elephant","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_djnhN3vh3kueZ5r","3","DOG-ELE","dog or elephant","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_1eOSpXdm05yaIsD","3","DOG-ELE","dog or elephant","Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_1hSWfIav4H7L7Fx","3","DOG-ELE","dog or elephant","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_C33SdtGQgPZzz5T","3","DOG-ELE","dog or elephant","Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_3P6UclEcspAJP01","3","DOG-ELE","dog or elephant","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_1HhiVNsAkEvUuXf","3","DOG-ELE","dog or elephant","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_1N95rZ5mo34vps6","3","DOG-ELE","dog or elephant","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_Zsgup4DW9qy3eNP","3","DOG-ELE","dog or elephant","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_1Fytdz41o2MPT7d","3","CAT-ELE","cat or elephant","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_3DnXb1BXbDccf0C","3","CAT-ELE","cat or elephant","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_2ykJs611qQuAliO","3","CAT-ELE","cat or elephant","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_1XQtiEJlELVIjxT","3","CAT-ELE","cat or elephant","Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_2urqIqm0ZDWfsM6","3","CAT-ELE","cat or elephant","Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_3O1i078i2SYEVxx","3","CAT-ELE","cat or elephant","Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_3RdBk34eo6kIHdM","3","CAT-ELE","cat or elephant","Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_qUdQmYbFBFmtzb3","3","CAT-ELE","cat or elephant","Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_2XhBrKsiZhv50uf","3","CAT-ELE","cat or elephant","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_3J3IviquOLgJIEm","3","CAT-ELE","cat or elephant","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_24x8y0GURyDGXvE","3","CAT-ELE","cat or elephant","Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_9n6kHEMGsRxxTkR","3","CAT-ELE","cat or elephant","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_117wPCWZKjKIoWP","3","CAT-ELE","cat or elephant","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_3fcpoLE4NJoln4R","3","CAT-ELE","cat or elephant","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_3R1t3kPxk7EymxU","3","CAT-ELE","cat or elephant","Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_8kMjJnqlKr8yUql","3","CAT-ELE","cat or elephant","Kinda Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_ZxAiEalceGaaLkJ","3","CAT-ELE","cat or elephant","Right","XY.XorY","XY","XorY",NA,NA,"Adults"
"R_1Fytdz41o2MPT7d","3","CAT-DOG","elephant","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_WDl1F6sFUz6CV0t","3","CAT-DOG","elephant","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_1NE1Gcaau8k2Y32","3","CAT-DOG","elephant","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_11jdnD7QKyybcGg","3","CAT-DOG","elephant","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_DjwQTfqbfJVHs8p","3","CAT-DOG","elephant","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_3PQZq2R3WrjMONI","3","CAT-DOG","elephant","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_3RdBk34eo6kIHdM","3","CAT-DOG","elephant","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_3NIMHnv7YVUjgvo","3","CAT-DOG","elephant","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_2XhBrKsiZhv50uf","3","CAT-DOG","elephant","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_3J3IviquOLgJIEm","3","CAT-DOG","elephant","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_1eOSpXdm05yaIsD","3","CAT-DOG","elephant","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_9n6kHEMGsRxxTkR","3","CAT-DOG","elephant","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_C33SdtGQgPZzz5T","3","CAT-DOG","elephant","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_3P6UclEcspAJP01","3","CAT-DOG","elephant","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_3R1t3kPxk7EymxU","3","CAT-DOG","elephant","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_1N95rZ5mo34vps6","3","CAT-DOG","elephant","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_ZxAiEalceGaaLkJ","3","CAT-DOG","elephant","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_1Lh75qemB5UPK9D","3","DOG-ELE","cat","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_25zrSSu8vEMrGEZ","3","DOG-ELE","cat","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_2VEdhy61JHW85hU","3","DOG-ELE","cat","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_2ykJs611qQuAliO","3","DOG-ELE","cat","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_1XQtiEJlELVIjxT","3","DOG-ELE","cat","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_d13sDs6uOA4374l","3","DOG-ELE","cat","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_3O1i078i2SYEVxx","3","DOG-ELE","cat","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_2fqwSGghizkmCdI","3","DOG-ELE","cat","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_qwJDnjmFkHZ3FZf","3","DOG-ELE","cat","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_RylAoXC6Mk0jCQV","3","DOG-ELE","cat","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_3KAOdkQ35ZsGcAt","3","DOG-ELE","cat","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_3GBz9ykeTQcxKNV","3","DOG-ELE","cat","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_12qVLDTFZvajgy0","3","DOG-ELE","cat","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_117wPCWZKjKIoWP","3","DOG-ELE","cat","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_3fcpoLE4NJoln4R","3","DOG-ELE","cat","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_27pBgxY2lBGqRbb","3","DOG-ELE","cat","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_8kMjJnqlKr8yUql","3","DOG-ELE","cat","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_Zsgup4DW9qy3eNP","3","DOG-ELE","cat","Right","XY.Z","XY","Z",NA,NA,"Adults"
"R_SVjrtVaAEHKJuA9","3","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_1LhRTGz8XXYHi9j","3","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_3Rx6pvHLJgBclLL","3","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_3DnXb1BXbDccf0C","3","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_2urqIqm0ZDWfsM6","3","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_3IbHGyFNbRSx0ML","3","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_27ePtjHbaptPfAu","3","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_qUdQmYbFBFmtzb3","3","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_3a91JR6YLYXfKSd","3","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_djnhN3vh3kueZ5r","3","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_24x8y0GURyDGXvE","3","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_1hSWfIav4H7L7Fx","3","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_3HBaMOHHtH3nV9v","3","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_6W3QNatkSVn7AWt","3","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_1HhiVNsAkEvUuXf","3","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_BqRuQhhi3CPpkHL","3","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_3DvyH8PMKdwHnfM","3","CAT-ELE","dog","Wrong","XY.Z","XY","Z",NA,NA,"Adults"
"R_1Fytdz41o2MPT7d","3","CAT-DOG","cat","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_1XQtiEJlELVIjxT","3","CAT-DOG","cat","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_11jdnD7QKyybcGg","3","CAT-DOG","cat","Right","XY.X","XY","X",NA,NA,"Adults"
"R_3IbHGyFNbRSx0ML","3","CAT-DOG","cat","Right","XY.X","XY","X",NA,NA,"Adults"
"R_3a91JR6YLYXfKSd","3","CAT-DOG","cat","Right","XY.X","XY","X",NA,NA,"Adults"
"R_12qVLDTFZvajgy0","3","CAT-DOG","cat","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_3fcpoLE4NJoln4R","3","CAT-DOG","cat","Right","XY.X","XY","X",NA,NA,"Adults"
"R_8kMjJnqlKr8yUql","3","CAT-DOG","cat","Right","XY.X","XY","X",NA,NA,"Adults"
"R_ZxAiEalceGaaLkJ","3","CAT-DOG","cat","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_1NE1Gcaau8k2Y32","3","CAT-DOG","dog","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_3Rx6pvHLJgBclLL","3","CAT-DOG","dog","Right","XY.X","XY","X",NA,NA,"Adults"
"R_DjwQTfqbfJVHs8p","3","CAT-DOG","dog","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_3RdBk34eo6kIHdM","3","CAT-DOG","dog","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_RylAoXC6Mk0jCQV","3","CAT-DOG","dog","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_1eOSpXdm05yaIsD","3","CAT-DOG","dog","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_3P6UclEcspAJP01","3","CAT-DOG","dog","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_1N95rZ5mo34vps6","3","CAT-DOG","dog","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_3DvyH8PMKdwHnfM","3","CAT-DOG","dog","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_3DnXb1BXbDccf0C","3","DOG-ELE","dog","Right","XY.X","XY","X",NA,NA,"Adults"
"R_d13sDs6uOA4374l","3","DOG-ELE","dog","Right","XY.X","XY","X",NA,NA,"Adults"
"R_27ePtjHbaptPfAu","3","DOG-ELE","dog","Right","XY.X","XY","X",NA,NA,"Adults"
"R_2fqwSGghizkmCdI","3","DOG-ELE","dog","Right","XY.X","XY","X",NA,NA,"Adults"
"R_3KAOdkQ35ZsGcAt","3","DOG-ELE","dog","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_24x8y0GURyDGXvE","3","DOG-ELE","dog","Right","XY.X","XY","X",NA,NA,"Adults"
"R_6W3QNatkSVn7AWt","3","DOG-ELE","dog","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_3R1t3kPxk7EymxU","3","DOG-ELE","dog","Right","XY.X","XY","X",NA,NA,"Adults"
"R_SVjrtVaAEHKJuA9","3","DOG-ELE","elephant","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_2VEdhy61JHW85hU","3","DOG-ELE","elephant","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_2ykJs611qQuAliO","3","DOG-ELE","elephant","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_qwJDnjmFkHZ3FZf","3","DOG-ELE","elephant","Right","XY.X","XY","X",NA,NA,"Adults"
"R_djnhN3vh3kueZ5r","3","DOG-ELE","elephant","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_9n6kHEMGsRxxTkR","3","DOG-ELE","elephant","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_C33SdtGQgPZzz5T","3","DOG-ELE","elephant","Right","XY.X","XY","X",NA,NA,"Adults"
"R_BqRuQhhi3CPpkHL","3","DOG-ELE","elephant","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_1Lh75qemB5UPK9D","3","CAT-ELE","elephant","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_WDl1F6sFUz6CV0t","3","CAT-ELE","elephant","Right","XY.X","XY","X",NA,NA,"Adults"
"R_1LhRTGz8XXYHi9j","3","CAT-ELE","elephant","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_3O1i078i2SYEVxx","3","CAT-ELE","elephant","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_3NIMHnv7YVUjgvo","3","CAT-ELE","elephant","Right","XY.X","XY","X",NA,NA,"Adults"
"R_3J3IviquOLgJIEm","3","CAT-ELE","elephant","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_3GBz9ykeTQcxKNV","3","CAT-ELE","elephant","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_117wPCWZKjKIoWP","3","CAT-ELE","elephant","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_27pBgxY2lBGqRbb","3","CAT-ELE","elephant","Right","XY.X","XY","X",NA,NA,"Adults"
"R_25zrSSu8vEMrGEZ","3","CAT-ELE","cat","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_2urqIqm0ZDWfsM6","3","CAT-ELE","cat","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_3PQZq2R3WrjMONI","3","CAT-ELE","cat","Right","XY.X","XY","X",NA,NA,"Adults"
"R_qUdQmYbFBFmtzb3","3","CAT-ELE","cat","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_2XhBrKsiZhv50uf","3","CAT-ELE","cat","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_1hSWfIav4H7L7Fx","3","CAT-ELE","cat","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_3HBaMOHHtH3nV9v","3","CAT-ELE","cat","Right","XY.X","XY","X",NA,NA,"Adults"
"R_1HhiVNsAkEvUuXf","3","CAT-ELE","cat","Kinda Right","XY.X","XY","X",NA,NA,"Adults"
"R_Zsgup4DW9qy3eNP","3","CAT-ELE","cat","Right","XY.X","XY","X",NA,NA,"Adults"
